name,part,way,img,detail,manual,number,step
과일겉절이,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00483_1.png,"사과(50g), 배(30g), 설탕(10g), 바나나(50g), 키위(30g)
파인애플(30g), 마(50g)
- 양념장 : 마늘(10g), 식용유(5g), 고춧가루(20g), 식초(10g)
저염간장(5g), 설탕(10g)","['1. 사과와 배는 껍질을 베이킹파우더에 깨끗이 씻어 납작하게 썰어 설탕물에 담그어 색이 변하지 않게 준비한다.', '2. 바나나는 동글하게 썰고, 키위는 껍질을 제거하고 은행잎 모양으로 썰고, 파인애플은 가운데 심을 제거하고 사각형 모양으로 썰어놓는다.', '3. 마는 껍질을 벗겨 동글하게 썰어 준비 한다.', '4. 마늘은 입자있게 다져, 팬에 식용유를 두르고 살짝 볶는다.', '5. 고춧가루에 볶은 마늘(④), 식초. 설탕, 간장, 고춧가루를 넣고, 골고루 섞어 양념장을 만든다.', '6. 설탕물에 사과와 배를 건지고, 준비한 과일과 마를 담은 후 먹기 직전에 만들어 놓은 양념장을 넣어 버무려 완성한다.']",0,vegan
버섯탕수,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00484_1.png,"새송이버섯(80g), 느타리버섯(50g), 표고버섯(50g)
소금(0.5g), 녹말가루(40g), 달걀(50g), 튀김기름(400g)
키위(20g)
- 소스 : 저염간장(20g), 설탕(20g), 식초(20g)
물녹말(녹말가루 10g, 물 10g), 오이(20g), 양파(20g)
당근(20g), 목이버섯(10g)","['1. 새송이와 느타리, 표고버섯은 먹기 좋은 형태로 썰어 준비한다.', '2. 썰어 놓은 버섯에 소금을 살짝 뿌려 놓는다.', '3. 소금 뿌린 버섯에 녹말가루와 달걀물을 넣고 골고루 섞는다.', '4. 오이, 당근, 양파, 키위는 작은 깍두기 모양으로 썰어 준비한다.', '5. 냄비에 저염간장에 설탕을 넣고 골고루 섞어 끓이다가, 물녹말을 풀어 농도를 맞추고 썰어놓은 오이, 당근, 양파를 넣어 소스를 만든다.', '6. 튀김기름의 온도가 약 170~180℃ 정도 올라오면 녹말옷을 입힌 버섯(③)을 재빠르게 튀겨 기름을 제거하고, 접시에 담아 소스(⑤)를 얹고 키위를 올려 완성 한다.']",0 4,ovo
아보카도 연어샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00604_1.png,"연어(훈제연어, 120g), 양파(1/2개), 아보카도(1/2개),
파프리카(1/2개), 오렌지(1/2개), 사워크림(20g), 어린잎(20g)","['1. 연어는 주사위 모양으로 썬다.', '2. 양파, 파프리카도 주사위 모양으로 썬다.', '3. 아보카도와 오렌지도 같은 형태로 썬다.', '4. 사워크림에 다진 양파를 섞어 소스를 만든다.', '5. 어린잎은 찬물에 담궈 싱싱하게 한다.', '6. 원형 몰드에 연어를 넣고, 옆으로 야채와 과일을 담고 그 위에 사워크림소스와 어린잎을 올린다.']",0 3 5,pesco
오렌지마리네이드 돼지고기,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00605_1.png,"돼지고기(150g), 시금치(30g), 양송이버섯(3개),
파프리카(1/4개), 마늘(10g), 오렌지(1/2개), 레몬(1/4개),
머스터드(20g), 꿀(10g), 생크림(20g), 우유(200g),
소금(0.2g), 후추(0.01g), 올리브오일(20g)","['1. 돼지고기는 오렌지와 레몬, 올리브오일로 마리네이드 한다.', '2. 파프리카, 양송이버섯은 썰어서 팬에 굽는다.', '3. 머스터드와 꿀을 섞어 소스를 만든다.', '4. 시금치는 끓는 물에 데친다.', '5. 마늘은 편으로 썰고 팬에 굽는다.', '6. 돼지고기를 팬에 구워 접시에 담고, 구운 마늘, 파프리카, 양송이버섯, 데친 시금치를 담고 그 위에 머스터드소스를 올린다.']",0 1 5,flex
인삼갈비탕,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00606_1.png,"소고기(갈비, 300g), 인삼(2뿌리), 당면(50g), 표고버섯(1개),
달걀(1개), 대추(3알), 양파(50g), 파(30g), 마늘(30g),
설탕(10g), 저염간장(20g)","['1. 갈비는 찬물에 담궈 핏물을 뺀다.', '2. 끓은 물에 갈비를 데친다.', '3. 찬물에 표고버섯, 파, 마늘, 양파 및 인삼을 넣고 데친 갈비를 넣고 약 2시간 정도 끓여 갈비탕을 만든다.', '4. 저염간장에 설탕을 섞어 고기소스를 만든다.', '5. 당면은 뜨거운 물에 불려 갈비탕을 먹기 직전에 넣는다.', '6. 달걀은 황백으로 나눠 지단을 부쳐 완성된 갈비탕 위에 대추와 함께 올려 완성한다.']",0 1 4,flex
체리젤리를 곁들인 고구마무스,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00607_1.png,"체리(50g), 고구마(150g), 화이트 초콜릿(50g), 판젤라틴(1장),
피스타치오(20g), 헤이즐넛(20g), 캐슈넛(20g), 호두(20g),
아몬드(20g), 라즈베리(20g), 건포도(20g), 애플민트(2g)","['1. 고구마는 깨끗이 씻어 찜통에 쪄낸다', '2. 뜨거운 고구마는 식기 전에 으깬다.', '3. 화이트 초콜릿은 중탕으로 녹여 으깬 고구마와 섞는다', '4. 체리는 믹서에 곱게 간다.', '5. 젤라틴은 물에 불려 중탕으로 녹이고 갈아 놓은 체리에 섞어 굳힌다', '6. 견과류와 라즈베리, 건포도는 다져서 굳힌 체리젤리에 뿌리고 고구마 무스를 젤리 주위에 두르고 애플민트를 올린다.']",0 1,flex
카레닭 룰라이드,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00608_1.png,"닭고기(120g), 카레가루(20g), 당근(20g), 양파(20g),
샐러리(1/2개), 아스파라거스(3개), 토마토(50g), 감자(50g),
생크림(30g), 소금(0.1g), 후춧가루(0.01g)","['1. 닭살에 소금, 후추로 밑간을 한다.', '2. 밑간한 닭살에 카레가루를 골고루 묻힌다.', '3. 양파, 당근, 토마토, 샐러리는 주사위 모양으로 자른다', '4. 냄비에 양파, 당근, 토마토, 샐러리를 볶다가 카레가루를 넣고 끓여 카레소스를 만든다.', '5. 팬에 기름을 두르고 닭살을 익힌다.', '6. 그릇에 익힌 닭살을 담고 카레소스를 올린다.']",0 2 5,pollo
세 가지곡물콩라미수,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00609_1.png,"미숫가루(50g), 통조림콩(20g), 검은콩(20g), 바나나(1개),
흑임자(5g), 달걀(1개), 우유(200g), 애플민트(10g),
버터(20g), 설탕(10g)","['1. 미숫가루는 설탕을 넣고 체에 한 번 거른다.', '2. 달걀노른자에 설탕을 넣고 중탕으로 익힌다.', '3. 버터는 중탕으로 녹이고 검은콩은 불린 뒤 삶아 통조림콩, 버터와 함께 간다.', '4. 바나나는 곱게 으깨고 흑임자는 곱게 간다.', '5. 우유는 냄비에 넣고 따끈하게 데운다.', '6. 데워진 우유에 미숫가루와 모든 재료를 골고루 섞는다.']",0 4 5,lacto-ovo
크림치즈 망고무스,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00610_1.png,"망고퓨레(50g), 라즈베리(10g), 피스타치오(30g),
크림치즈(50g), 요거트(50g), 생크림(50g), 판젤라틴(1장),
레몬(1/4개), 애플민트(10g), 설탕(20g)","['1. 냄비에 망고퓨레, 레몬, 설탕을 넣고 은근히 끓인다.', '2. 젤라틴은 찬물에 불린 뒤 중탕으로 녹여 망고퓨레에 넣고 틀에 굳힌다.', '3. 생크림은 차갑게 휘핑하여 요거트와 섞는다.', '4. 생크림을 섞은 요거트에 설탕, 크림치즈를 섞는다', '5. 냄비에 라즈베리, 설탕을 넣고 은근히 끓인다.', '6. 접시에 굳힌 망고무스에 담고 그 위에 라즈베리 소스와 크림치즈 소스, 다진 파스타치오를 올리고 애플민트로 장식한다.']",0 1 5,flex
토마토주스를곁들인컵토마토,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00611_1.png,"줄기토마토(3개), 토마토(100g), 오이(50g), 양파(30g),
올리브오일(10g), 설탕(30g)","['1. 토마토는 끓는 물에 살짝 데친다.', '2. 데친 토마토를 믹서에 곱게 갈고 설탕을 넣고 섞는다.', '3. 줄기토마토는 윗부분을 잘라내고 속을 파낸다.', '4. 오이와 양파는 입자있게 썬다.', '5. 팬에 올리브오일을 두르고 썰어 놓은 오이와 양파를 살짝 볶는다.', '6. 을 파낸 줄기토마토에 볶아 놓은 야채와 ?번을 넣는다.']",0,vegan
해산물 훈제연어롤,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00612_1.png,"연어(훈제연어, 120g), 주꾸미(100g), 소라(50g), 완두콩(20g),
샐러리(30g), 파프리카(1/2개), 오이(20g), 당근(20g),
양파(20g), 고추장(20g), 식초(20g), 설탕(20g), 소금(0.3g)","['1. 훈제 연어는 넓게 썬다.', '2. 당근, 오이, 파프리카, 양파, 샐러리는 길게 썬다.', '3. 주꾸미는 소금에 주물러 씻는다.', '4. 손질한 주꾸미, 소라는 끓는 물에 데치고 썰어준다.', '5. 고추장에 식초, 설탕을 넣고 초고추장소스를 만든다.', '6. 훈제 연어에 야채와 주꾸미, 소라를 넣고 돌돌 말아 접시에 담고 초고추장소스를 올리고 완두콩으로 장식한다.']",0 3,pesco
인절미 무스와 수정과 아이스크림,후식,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00613_1.png,"홍시(1개), 콩가루(20g), 계피(10g), 생강(20g), 호두(10g),
곶감(2개), 자몽(1/6개), 판젤라틴(1장)","['1. 곶감은 씨를 발라낸다.', '2. 생강과 계피를 넣고 끓여 수정과를 만든 뒤 냉동한다.', '3. 홍시는 믹서로 곱게 갈고 틀어 넣어 굳힌다.', '4. 생크림은 차갑게 휘핑한다.', '5. 불려 놓은 젤라틴을 굳혀 콩가루를 섞어 인절미를 만든다', '6. 자몽을 껍질을 제거 후 갈아서 젤리를 만들고, 접시에 굳혀놓은 홍시와 아이스 수정과를 담는다']",0 1,flex
감닭떡갈비,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00614_1.png,"재료 : 닭고기(120g), 감자(200g), 양파(50g), 달걀(1개),
마늘(10g), 찹쌀가루(50g), 매실청(5g), 소금(0.3g),
후춧가루(0.5g), 식용유(20g)","['1. 닭 살을 곱게 다진다.', '2. 다진 닭살에 소금, 후춧가루, 매실청 및 다진 마늘을 넣고 골고루 양념한다.', '3. 믹서에 양파, 마늘, 감자, 찹쌀가루를 넣고 간다.', '4. 갈아 놓은 감자에 양념된 닭살과 달걀을 섞는다.', '5. 4번을 잘 치대 떡갈비 모양으로 만든다.', '6. 팬에 기름을 살짝 두르고 떡갈비를 앞뒤로 구워 익힌다.']",0 2 4,pollo
겨자아욱쌈밥,밥,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00615_1.png,"현미(200g), 두부(100g), 아욱(100g), 날치알(50g),
단호박(1/6개), 새싹(20g), 된장(20g), 생크림(20g),
매실청(20g), 참기름(5g)","['1. 현미는 깨끗이 씻어 30분 이상 충분히 불린 뒤 밥을 짓는다', '2. 두부는 끓는 물에 데쳐 물기를 빼고 곱게 다져 된장, 생크림, 매실청을 넣고 골고루 섞는다.', '3. 데친 두부에 된장, 생크림 및 매실청을 골고루 섞는다.', '4. 아욱과 단호박은 각각 찐 후 식힌다.', '5. 찐 아욱 위에 현미밥을 올리고 두부소스, 날치알, 새싹 단호박을 올린다.', '6. 아욱에 올린 밥을 동그랗게 말아 접시에 담는다.']",0 3 5,pesco
다마고도후,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00616_1.png,"달걀(1개), 다시마(10g), 요리술(10g), 저염간장(5g),
날치알(20g), 말린 매생이(10g), 무순(2g)","['1. 물에 다시마를 넣고 약 10분 정도 끓인 뒤 걸러 육수를 만든다.', '2. 달걀과 다시마 육수를 1:1로 섞고 체에 거른다.', '3. ?를 체에 내린다.', '4. 달걀물에 매생이를 풀어둔다.', '5. 매생이를 풀어 놓은 달걀물에 요리술을 넣어 섞는다.', '6. 쪄낸 다마고도후에 날치알을 올려 완성한다.']",0 3 4,pesco
단호박생채,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00617_1.png,"단호박(1/2개), 부추(30g), 양파(30g), 까나리액젓(20g),
건새우(20g), 다시마(10g), 매실액(20g), 마늘(10g), 배(1/4개),
고춧가루(20g)","['1. 다시마, 건새우, 물을 약 20분 정도 끓인 뒤 체에 걸러 육수를 만든다.', '2. 단호박은 껍질을 벗기고, 속을 깨끗이 파내 슬라이스 한다', '3. 슬라이스한 단호박을 까나리액젓에 20분 정도 절인 뒤 물로 씻는다.', '4. 부추는 5cm 길이로 썰고, 양파는 채썰고, 배는 껍질을 벗겨 슬라이스로 썰어둔다.', '5. 만들어 놓은 육수에 고춧가루, 매실액, 다진마늘을 섞어 양념장을 만든다', '6. 단호박, 배, 양파, 부추를 양념장에 버무린다.']",0 3,pesco
닭가슴살 스테이크,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00618_1.png,"닭고기(가슴살, 150g), 토마토(100g), 가지(1개), 치즈(1장),
오레가노(2g), 마늘(20g), 소금(0.2g), 후춧가루(0.01g),
올리브오일(20g)","['1. 닭가슴살을 소금과 후추로 밑간한다.', '2. 토마토와 마늘은 입자있게 다진다', '3. 다진 토마토와 마늘을 냄비에 담아 볶다가 물과 오레가노를 넣고 끓여 소스를 만든다.', '4. 팬에 올리브오일을 두르고 밑간 한 닭가슴살을 노릇노릇하게 굽는다.', '5. 가지는 길게 썬다.', '6. 가지에 치즈를 감싸 익히고, 구운 닭 스테이크를 옆에 담고 소스를 옮긴다.']",0 2 5,pollo
머스터드 드레싱을 이용한 레즈와즈 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00076_1.png,"레즈와즈
메추리알 40g(4개), 양상추 70g(2장), 방울토마토 50g(5개), 올리브 3알, 식초약간, 소금약간
머스터드 드레싱
머스터드 20g(1½큰술), 화이트와인 40g(2⅔큰술), 후추 5g(1작은술)","['1. 냄비에 메추리알이 잠길 정도의 찬 물에 식초, 소금을 넣어 끓인다.', '2. 물이 끓어오르면 5분 정도 더 삶아 찬물에 헹궈 식힌 후 껍질을 깐다.', '3. 머스터드, 화이트와인, 후추를 잘 섞어서 머스터드 드레싱을 만든 다.a', '4. 방울토마토와 올리브는 반으로 잘 라 놓는다.b', '5. 양상추는 찬물에 담갔다가 건져 물기를 뺀다.', '6. 접시에 준비한 양상추를 볼처럼 놓고, 그 안에 메추리알, 올리브, 방울토마토를 담고 잎채소를 곁들 이고 머스터드 드레싱을 뿌린다.c']",0 4,ovo
마늘드레싱을 곁들인 키위샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00077_1.png,"키위샐러드
키위 60g(1개), 방울토마토 100g(10개), 양상추 70g(2장), 아몬드 10g(6알), 땅콩 10g(10알), 무순 약간
마늘 드레싱
사과식초 30g(2큰술), 설탕 15g(1큰술), 물 50ml(1/4컵), 다진 마늘 5g(1작은술)","['1. 그릇에 다진 마늘, 사과식초, 설탕, 물을 섞어 설탕이 녹을 때까지 저 어 드레싱을 만든다.a', '2. 양상추는 찬물에 담갔다가 물기를 빼고 한입 크기로 찢는다.', '3. 무순은 손질하여 물기를 빼고, 방 울토마토는 꼭지를 떼고 반으로 자른다.b', '4. 키위는 껍질을 벗기고 둥근 모양 으로 썬다.c', '5. 그릇에 양상추, 방울토마토, 키위, 아몬드, 땅콩을 넣고 마늘 드레싱 에 버무려 접시에 담아 무순을 곁 들인다.']",0,vegan
구운 관자 샐러드와 깻잎오일,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00078_1.png,"관자구이
관자 50g(5개), 후추 2g(1/2작은술), 올리브유 10g(2작은술)
곁들임
돌나물 10g(4줄기), 식용 꽃 약간
석류거품
석류원액 10g(2작은술), 레시틴가루 3g, 물 100ml(1/2컵)
깻잎오일
깻잎 6g(3장), 올리브유 50g(1/4컵)","['1. 돌나물은 손질하여 싱싱하도록 찬 물에 담갔다가 물기를 빼고, 식용 꽃은 찬물에 담가 놓는다.', '2. 깻잎은 씻어 한 장씩 앞뒤로 물기를 닦아 놓는다.', '3. 튀김 팬에 올리브유를 부어 젓가 락을 세워 보아 주위로 기름이 끓 어오르면 깻잎을 넣어 바삭하고 투명하게 튀긴 후 깻잎과 팬에 남 은 깻잎오일은 그릇에 따로 담아 놓는다.', '4. 석류원액에 물과 레시틴가루를 넣 어 블렌더로 거품을 만든다.a', '5. 관자는 막과 끝 쪽의 하얀 부분을 제거하고 찬물에 씻어 물기를 빼 고 관자에 잔칼집을 낸 다음 후추 를 뿌린다.b', '6. 달군 팬에 올리브유를 두르고 조 개 관자를 넣어 겉은 노릇하게 속 은 촉촉하게 될 정도로 굽는다.c', '7. 접시에 돌나물을 깔고 구운 관자 를 담고 그 위에 깻잎오일을 살짝 뿌린뒤 석류거품을 얹는다. 튀긴 깻잎과 식용 꽃으로 장식한다']",0 3,pesco
어묵 아스파라거스 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00079_1.png,"검은깨 된장 소스
된장 5g(1작은술), 마요네즈 5g(1작은술), 검은깨 3g(2/3작은술)
어묵아스파라거스 샐러드
어묵 2장, 아스파라거스 2개, 노랑 파프리카 15g(1/5개), 빨강 파프리카 15g(1/5개), 소금 약간","['1. 그릇에 된장, 검은깨, 마요네즈를 잘 섞어 소스를 만든다.', '2. 아스파라거스는 밑 부분에 질긴 부분을 자르고 5cm 정도로 어슷 썰기를 한다.a', '3. 파프리카는 손질하여 씨를 빼고 아스파라거스 굵기 정도로 자른다.', '4. 어묵은 아스파라거스 굵기 정도로 자른다.', '5. 아스파라거스는 끓는 소금물에 살 짝 데쳐 찬물에 헹궈 물기를 뺀다.', '6. 아스파라거스 데친 물에 어묵을 넣어 부들부들하게 살짝 데친 후 건져 물기를 뺀다.b', '7. 어묵, 아스파라거스, 파프리카를 검은깨 된장소스(1)에 섞어 버무린 후 그릇에 담는다.c']",0 3 4,pesco
마고구마 샐러드,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00080_1.png,"마고구마참치
캔 참치 150g(1캔), 호박고구마 100g(1개), 방울토마토 100g(10개), 마 50g(1/3개), 올리브유 30g(2큰술), 무순 15g
매실 드레싱
매실액 50g(3⅓큰술), 올리브유 10g(2작은술)","['1. 매실액과 올리브유를 섞어 드레싱 을 만든다.', '2. 무순은 찬물에 담가 싱싱하게 하 여 물기를 뺀다.', '3. 방울토마토는 꼭지를 떼고 0.5cm 두께로 썰어놓는다.a', '4. 호박고구마와 마는 손질하여 깨끗 하게 씻고 껍질을 벗겨 0.5cm 두 께로 잘라 물에 녹말성분을 헹궈 주고 물기를 제거한다.', '5. 달군 프라이팬에 올리브유를 두르 고 중간 불로 마를 노릇하게 구운 다음 호박고구마도 노릇하게 굽는 다.b', '6. 캔에 들어 있는 참치 기름은 뺀다.', '7. 매실 드레싱은 한 스푼 정도 남기 고 참치에 넣어 섞는다.', '8. 접시에 고구마와 마, 방울토마토를 펴서 담고 그 위에 참치를 얹은 뒤남은 매실 드레싱을 한 번 더 뿌린 후 무순을 곁들인다.c']",0 3,pesco
유자청 가지 연근 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00081_1.png,"가지연근 샐러드
가지 20g(1/4개), 연근 30g(5cm), 파프리카 40g(1/2개), 올리브유 10g(2작은술), 김 1/2장, 식초 약간
유자청 드레싱
유자청 30g(2큰술), 레몬즙 10g(2작은술), 올리브유 15g(1큰술), 물 100ml(1/2컵)","['1. 유자청, 레몬즙, 올리브유, 물을 넣고 잘 섞어 유자청 드레싱을 만든다.a', '2. 연근은 껍질을 벗기고 씻어 0.7cm 두께로 얇게 썬다.', '3. 끓는 물에 식초를 넣고 연근을 데친 후 달궈진 프라이팬에 올리브유를 두르고 노릇하게 굽는다.', '4. 가지는 0.7cm 두께로 썰고, 파프리카는 가지 크기 정도로 썬다.', '5. 달군 프라이팬에 올리브유를 두르고 연근, 가지, 파프리카 순으로 노릇하게 굽는다.b', '6. 김은 타지 않게 약한 불에 앞뒤로 뒤집어 가며 바삭하게 구워 칼이나 가위로 가늘게 썬다.c', '7. 그릇에 가지, 연근, 파프리카와 유자청 드레싱을 섞어 담고 김을 올린다.']",0,vegan
건강그린 샐러드와 고소한 두유드레싱,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00082_1.png,"건강그린 샐러드
양상추 40g(1장), 치커리 10g(3줄기), 레드치커리 10g(3줄기), 방울토마토 40g(4개), 주황 파프리카 10g(5ⅹ3cm)
두유 드레싱
두유 40g(2⅔큰술), 마요네즈 15g(1큰술), 물엿 3g(2/3작은술), 식초 3g(2/3작은술), 물 15ml(1큰술), 설탕 약간","['1. 두유, 마요네즈, 물엿, 식초, 설탕, 물을 넣어 잘 섞는다.a', '2. 설탕이 녹을 때까지 고루 잘 저어준다.', '3. 양상추, 치커리, 레드치커리는 아삭하게 하기 위해 찬물에 담갔다가 물기를 빼고 한입 크기로 찢는다.', '4. 방울토마토는 꼭지를 떼고 반으로 자른다.b', '5. 주황 파프리카는 얇게 채를 썬다.', '6. 그릇에 양상추, 치커리, 레드치커리, 파프리카, 방울토마토를 담고 두유 드레싱을 곁들인다.c']",0 4,ovo
배즙 오징어 샐러드,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00083_1.png,"오징어 샐러드
오징어 70g(1/2마리), 방울토마토 100g(10개), 양상추 40g(1장), 양파 40g(1/3개), 오이 20g(2cm), 블랙올리브(5개), 저염소금 약간
간장배즙 드레싱
배즙 25g(1⅔큰술), 저염간장 10g(2작은술), 올리브유 10g(2작은술), 마늘 5g(1쪽), 깨소금 2g(1/3작은술), 꿀 2g(1/3작은술), 참기름 약간","['1. 배는 강판에 갈아서 배즙을 내고 마늘은 다진다.', '2. 배즙, 마늘, 저염간장, 올리브유, 참기름, 꿀, 깨소금을 모두 섞어 드레싱을 만든다.', '3. 오징어는 내장을 제거하고 소금을 문질러 껍질을 벗긴 후 잔칼집을 내어 끓는 물에 데친다.a', '4. 오징어는 1cm 정도로 자른다.', '5. 양상추는 찬물에 담갔다가 물기를 빼고 한입 크기로 찢는다.', '6. 토마토는 꼭지를 떼고 4등분하여 썬다.b', '7. 블랙올리브는 둥근 모양으로 썬다.', '8. 양파는 곱게 채를 썰고 오이는 원형으로 얇게 썰어준다.c', '9. 그릇에 준비된 오징어와 양상추, 토마토, 블랙올리브, 양파를 담고 간장배즙 드레싱을 곁들인다.']",0 3,pesco
레몬폰즈 소스와 부추 무채 두부 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00084_1.png,"부추무채두부 샐러드
두부 90g(1/4모), 부추 10g(3줄기), 무 2g, 오이 2g, 검은깨 약간, 소금 약간, 참기름 약간
레몬폰즈 소스
사과 50g(1/3개), 양파 40g(1/3개), 미림 25g(1⅔큰술), 정종 25g(1⅔큰술), 식초 30g(2큰술), 물 15㎖(1큰술), 홍고추 10g(1개), 레몬즙 5g(1작은술), 꿀 7g(1/2큰술), 다시마 5cm, 간장 10g(2작은술), 가쓰오부시 3g","['1. 소스 팬에 간장, 미림, 정종, 식초, 물, 다시마를 넣어 한소끔 끓이다가 다시마를 건져내고 양파, 홍고추, 사과를 넣은 다음 국물이 우러나올 때까지 끓인 후 가쓰오부시를 넣는다.a', '2. (1)을 30분 정도 식히고 체에 걸러낸 후 냉장고에 1시간 이상 숙성하여 저염폰즈소스를 완성한다.', '3. 숙성된 저염폰즈소스(2)에 레몬즙과 꿀을 넣고 맛을 낸다.', '4. 부추는 다듬어 씻은 후 끓는 소금물에 데친다.b', '5. 무는 아주 곱게 채를 썰어 물에 담근다.', '6. 오이는 껍질을 얇게 벗기고 씨 부분을 잘라낸뒤 채를 곱게 썬다.', '7. 두부는 잠길 만큼의 물을 붓고 3~4분 정도 데쳐 준비한다.c', '8. 그릇에 두부를 담고 두부 위에 부추, 무, 오이채를 돌돌 말아 올린다.', '9. 폰즈소스를 끼얹고 참기름을 살짝 떨어뜨려 향을 낸 후 검은깨를 뿌린다.']",0 3,pesco
케일 오미자 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00085_1.png,"케일 샐러드
보라로즈케일 15g(3장), 흰로즈케일 15g(3장), 케일 15g(3장)
오미자 드레싱
오미자물 100g(1/2컵), 요리당 15g(1큰술), 식초 2g(1/2작은술)","['1. 케일은 깨끗이 씻어 잎은한입 크기로 자르고 줄기는 잘게 다진다.a', '2. 오미자물, 요리당, 식초를 섞는다.b', '3. (1)의 케일의 다진 줄기를 넣어 드레싱을 만든다.c', '4. 그릇에 케일을 담고 오미자 드레싱을 끼얹는다.d']",0,vegan
꼬막 달래 된장 무침,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00163_1.png,"주재료
꼬막 1000g, 달래 100g(2단), 깻잎 10g(10장), 파프리카 100g(1개)
소스
된장 15g(1큰술), 고추장 5g(1작은술), 사과즙 300g(1/2컵), 참기름 20g(1⅓큰술), 깨 15g(1큰술), 다진 마늘 10g(2작은술)","['1. 된장, 고추장, 사과즙, 깨, 다진 마늘, 참기름을 넣어 소스를 만든다.a', '2. 꼬막을 30분간 소금물에 해감 시킨다.b', '3. 해감 시킨 꼬막을 끓는 물에 10분 데친다.', '4. 달래와 깻잎, 파프리카를 5cm로 썬다.c', '5. 꼬막과 달래, 깻잎, 파프리카에 소스를 넣고 버무린다.']",0 3,pesco
양송이 두부 구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00164_1.png,"주재료
양송이버섯 120g(6개), 두부 220g(1/2모), 베이컨 20g(2장), 파프리카 100g(1개), 달걀10g(2작은술)
소스
간장 15g(1큰술), 식초 15g(1큰술), 양파 140g(1개), 홍고추 20g(2개), 청고추 20g(2개)","['1. 양파, 청고추, 홍고추를 다진 후 간장, 식초를 넣어 소스를 만든다.', '2. 양송이버섯은 기둥을 떼어내고 안을 파낸다.a', '3. 두부는 물기를 짜낸 후 으깨고, 파프리카와 베이컨은 다져서 달걀과 함께 섞어 소를 만든다.b', '4. 양송이버섯 속에 소를 채워 넣는다.c', '5. 팬에 양송이버섯을 올리고 뚜껑을 덮은 후, 약불에서 굽는다.', '6. 구워진 양송이버섯과 소스를 곁들어 완성한다.']",0 1 4,flex
베이컨 가지 말이,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00165_1.png,"주재료
가지 150g(1/2개), 베이컨 80g(8장), 홍파프리카 50g(1/2개), 황파프리카 50g(1/2개), 청파프리카 50g(1/2개), 미나리 30g 소스
고추장 5g(1작은술), 와사비 1g(1/3작은술),
고춧가루 2g(1/2작은술), 배 10g(2cm), 양파 2g(1cm), 마늘 1g(1/5개), 올리고당 5g(1작은술), 사과식초 5g(1/2작은술)","['1. 마늘, 양파, 배는 다지고 고추장, 와사비, 고춧가루, 올리고당, 사과식초와 함께 섞어 고추장 소스를 만든다.a', '2. 가지는 길게 자르고, 미나리는 잎을 떼고, 파프리카는 채 썬다.b', '3. 가지는 찌고, 미나리와 베이컨은 데친다.c', '4. 베이컨, 가지, 파프리카 순으로 올리고 말아준 뒤 미나리로 묶는다.', '5. 접시에 담고 소스를 뿌려 완성한다.']",0 1,flex
